,constructorStandingsId,raceId,constructorId,points,position,positionText,wins,year,round,circuitId,name_x,date,time,url_x,constructorRef,name_y,nationality,url_y
5955,5271,209,20,6.0,5,5,0,1997,3,25,Argentine Grand Prix,1997-04-13,\N,http://en.wikipedia.org/wiki/1997_Argentine_Grand_Prix,prost,Prost,French,http://en.wikipedia.org/wiki/Prost_Grand_Prix
5956,5282,210,20,6.0,6,6,0,1997,4,21,San Marino Grand Prix,1997-04-27,\N,http://en.wikipedia.org/wiki/1997_San_Marino_Grand_Prix,prost,Prost,French,http://en.wikipedia.org/wiki/Prost_Grand_Prix
5957,5293,211,20,9.0,5,5,0,1997,5,6,Monaco Grand Prix,1997-05-11,\N,http://en.wikipedia.org/wiki/1997_Monaco_Grand_Prix,prost,Prost,French,http://en.wikipedia.org/wiki/Prost_Grand_Prix
5958,25358,212,20,15.0,5,5,0,1997,6,4,Spanish Grand Prix,1997-05-25,\N,http://en.wikipedia.org/wiki/1997_Spanish_Grand_Prix,prost,Prost,French,http://en.wikipedia.org/wiki/Prost_Grand_Prix
5959,25370,213,20,16.0,5,5,0,1997,7,7,Canadian Grand Prix,1997-06-15,\N,http://en.wikipedia.org/wiki/1997_Canadian_Grand_Prix,prost,Prost,French,http://en.wikipedia.org/wiki/Prost_Grand_Prix
5960,25382,214,20,16.0,5,5,0,1997,8,8,French Grand Prix,1997-06-29,\N,http://en.wikipedia.org/wiki/1997_French_Grand_Prix,prost,Prost,French,http://en.wikipedia.org/wiki/Prost_Grand_Prix
5961,25394,215,20,16.0,5,5,0,1997,9,9,British Grand Prix,1997-07-13,\N,http://en.wikipedia.org/wiki/1997_British_Grand_Prix,prost,Prost,French,http://en.wikipedia.org/wiki/Prost_Grand_Prix
5962,25406,216,20,19.0,5,5,0,1997,10,10,German Grand Prix,1997-07-27,\N,http://en.wikipedia.org/wiki/1997_German_Grand_Prix,prost,Prost,French,http://en.wikipedia.org/wiki/Prost_Grand_Prix
5963,25418,217,20,20.0,5,5,0,1997,11,11,Hungarian Grand Prix,1997-08-10,\N,http://en.wikipedia.org/wiki/1997_Hungarian_Grand_Prix,prost,Prost,French,http://en.wikipedia.org/wiki/Prost_Grand_Prix
5964,25430,218,20,20.0,6,6,0,1997,12,13,Belgian Grand Prix,1997-08-24,\N,http://en.wikipedia.org/wiki/1997_Belgian_Grand_Prix,prost,Prost,French,http://en.wikipedia.org/wiki/Prost_Grand_Prix
5965,25442,219,20,20.0,6,6,0,1997,13,14,Italian Grand Prix,1997-09-07,\N,http://en.wikipedia.org/wiki/1997_Italian_Grand_Prix,prost,Prost,French,http://en.wikipedia.org/wiki/Prost_Grand_Prix
5966,25454,220,20,20.0,6,6,0,1997,14,23,Austrian Grand Prix,1997-09-21,\N,http://en.wikipedia.org/wiki/1997_Austrian_Grand_Prix,prost,Prost,French,http://en.wikipedia.org/wiki/Prost_Grand_Prix
5967,25466,221,20,21.0,6,6,0,1997,15,20,Luxembourg Grand Prix,1997-09-28,\N,http://en.wikipedia.org/wiki/1997_Luxembourg_Grand_Prix,prost,Prost,French,http://en.wikipedia.org/wiki/Prost_Grand_Prix
5968,25478,222,20,21.0,6,6,0,1997,16,22,Japanese Grand Prix,1997-10-12,\N,http://en.wikipedia.org/wiki/1997_Japanese_Grand_Prix,prost,Prost,French,http://en.wikipedia.org/wiki/Prost_Grand_Prix
5969,25490,223,20,21.0,6,6,0,1997,17,26,European Grand Prix,1997-10-26,\N,http://en.wikipedia.org/wiki/1997_European_Grand_Prix,prost,Prost,French,http://en.wikipedia.org/wiki/Prost_Grand_Prix
5970,5449,175,24,2.0,5,5,0,1999,1,1,Australian Grand Prix,1999-03-07,\N,http://en.wikipedia.org/wiki/1999_Australian_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5971,5464,177,24,6.0,5,5,0,1999,3,21,San Marino Grand Prix,1999-05-02,\N,http://en.wikipedia.org/wiki/1999_San_Marino_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5972,5455,176,24,2.0,6,6,0,1999,2,18,Brazilian Grand Prix,1999-04-11,\N,http://en.wikipedia.org/wiki/1999_Brazilian_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5973,5475,178,24,6.0,6,6,0,1999,4,6,Monaco Grand Prix,1999-05-16,\N,http://en.wikipedia.org/wiki/1999_Monaco_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5974,5486,179,24,6.0,6,6,0,1999,5,4,Spanish Grand Prix,1999-05-30,\N,http://en.wikipedia.org/wiki/1999_Spanish_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5975,5497,180,24,8.0,6,6,0,1999,6,7,Canadian Grand Prix,1999-06-13,\N,http://en.wikipedia.org/wiki/1999_Canadian_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5976,5508,181,24,12.0,6,6,0,1999,7,8,French Grand Prix,1999-06-27,\N,http://en.wikipedia.org/wiki/1999_French_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5977,5519,182,24,12.0,6,6,0,1999,8,9,British Grand Prix,1999-07-11,\N,http://en.wikipedia.org/wiki/1999_British_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5978,5530,183,24,12.0,6,6,0,1999,9,23,Austrian Grand Prix,1999-07-25,\N,http://en.wikipedia.org/wiki/1999_Austrian_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5979,5541,184,24,12.0,6,6,0,1999,10,10,German Grand Prix,1999-08-01,\N,http://en.wikipedia.org/wiki/1999_German_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5980,5552,185,24,14.0,6,6,0,1999,11,11,Hungarian Grand Prix,1999-08-15,\N,http://en.wikipedia.org/wiki/1999_Hungarian_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5981,5563,186,24,14.0,6,6,0,1999,12,13,Belgian Grand Prix,1999-08-29,\N,http://en.wikipedia.org/wiki/1999_Belgian_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5982,5574,187,24,17.0,5,5,0,1999,13,14,Italian Grand Prix,1999-09-12,\N,http://en.wikipedia.org/wiki/1999_Italian_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5983,5585,188,24,31.0,5,5,1,1999,14,20,European Grand Prix,1999-09-26,\N,http://en.wikipedia.org/wiki/1999_European_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5984,5596,189,24,36.0,4,4,1,1999,15,2,Malaysian Grand Prix,1999-10-17,\N,http://en.wikipedia.org/wiki/1999_Malaysian_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5985,5607,190,24,36.0,4,4,1,1999,16,22,Japanese Grand Prix,1999-10-31,\N,http://en.wikipedia.org/wiki/1999_Japanese_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5986,2069,192,24,0.0,8,8,0,1998,2,18,Brazilian Grand Prix,1998-03-29,\N,http://en.wikipedia.org/wiki/1998_Brazilian_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5987,2077,193,24,0.0,8,8,0,1998,3,25,Argentine Grand Prix,1998-04-12,\N,http://en.wikipedia.org/wiki/1998_Argentine_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5988,2087,194,24,0.0,10,10,0,1998,4,21,San Marino Grand Prix,1998-04-26,\N,http://en.wikipedia.org/wiki/1998_San_Marino_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5989,2098,195,24,2.0,6,6,0,1998,5,4,Spanish Grand Prix,1998-05-10,\N,http://en.wikipedia.org/wiki/1998_Spanish_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5990,2109,196,24,2.0,7,7,0,1998,6,6,Monaco Grand Prix,1998-05-24,\N,http://en.wikipedia.org/wiki/1998_Monaco_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5991,2120,197,24,5.0,5,5,0,1998,7,7,Canadian Grand Prix,1998-06-07,\N,http://en.wikipedia.org/wiki/1998_Canadian_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5992,2131,198,24,5.0,5,5,0,1998,8,8,French Grand Prix,1998-06-28,\N,http://en.wikipedia.org/wiki/1998_French_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5993,2142,199,24,5.0,5,5,0,1998,9,9,British Grand Prix,1998-07-12,\N,http://en.wikipedia.org/wiki/1998_British_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5994,2153,200,24,5.0,5,5,0,1998,10,23,Austrian Grand Prix,1998-07-26,\N,http://en.wikipedia.org/wiki/1998_Austrian_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5995,2164,201,24,5.0,6,6,0,1998,11,10,German Grand Prix,1998-08-02,\N,http://en.wikipedia.org/wiki/1998_German_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5996,2175,202,24,5.0,6,6,0,1998,12,11,Hungarian Grand Prix,1998-08-16,\N,http://en.wikipedia.org/wiki/1998_Hungarian_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5997,2186,203,24,5.0,8,8,0,1998,13,13,Belgian Grand Prix,1998-08-30,\N,http://en.wikipedia.org/wiki/1998_Belgian_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5998,2197,204,24,5.0,8,8,0,1998,14,14,Italian Grand Prix,1998-09-13,\N,http://en.wikipedia.org/wiki/1998_Italian_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
5999,2208,205,24,5.0,8,8,0,1998,15,20,Luxembourg Grand Prix,1998-09-27,\N,http://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
6000,2219,206,24,5.0,8,8,0,1998,16,22,Japanese Grand Prix,1998-11-01,\N,http://en.wikipedia.org/wiki/1998_Japanese_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
6001,5278,209,24,0.0,11,11,0,1997,3,25,Argentine Grand Prix,1997-04-13,\N,http://en.wikipedia.org/wiki/1997_Argentine_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
6002,5289,210,24,0.0,11,11,0,1997,4,21,San Marino Grand Prix,1997-04-27,\N,http://en.wikipedia.org/wiki/1997_San_Marino_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
6003,5300,211,24,6.0,7,7,0,1997,5,6,Monaco Grand Prix,1997-05-11,\N,http://en.wikipedia.org/wiki/1997_Monaco_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
6004,25363,212,24,6.0,7,7,0,1997,6,4,Spanish Grand Prix,1997-05-25,\N,http://en.wikipedia.org/wiki/1997_Spanish_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
6005,25375,213,24,6.0,8,8,0,1997,7,7,Canadian Grand Prix,1997-06-15,\N,http://en.wikipedia.org/wiki/1997_Canadian_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
6006,25387,214,24,6.0,8,8,0,1997,8,8,French Grand Prix,1997-06-29,\N,http://en.wikipedia.org/wiki/1997_French_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
6007,25399,215,24,6.0,8,8,0,1997,9,9,British Grand Prix,1997-07-13,\N,http://en.wikipedia.org/wiki/1997_British_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
6008,25411,216,24,6.0,8,8,0,1997,10,10,German Grand Prix,1997-07-27,\N,http://en.wikipedia.org/wiki/1997_German_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
6009,25423,217,24,6.0,9,9,0,1997,11,11,Hungarian Grand Prix,1997-08-10,\N,http://en.wikipedia.org/wiki/1997_Hungarian_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
6010,25435,218,24,6.0,9,9,0,1997,12,13,Belgian Grand Prix,1997-08-24,\N,http://en.wikipedia.org/wiki/1997_Belgian_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
6011,25447,219,24,6.0,9,9,0,1997,13,14,Italian Grand Prix,1997-09-07,\N,http://en.wikipedia.org/wiki/1997_Italian_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
6012,25459,220,24,6.0,9,9,0,1997,14,23,Austrian Grand Prix,1997-09-21,\N,http://en.wikipedia.org/wiki/1997_Austrian_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
6013,25471,221,24,6.0,9,9,0,1997,15,20,Luxembourg Grand Prix,1997-09-28,\N,http://en.wikipedia.org/wiki/1997_Luxembourg_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
6014,25483,222,24,6.0,9,9,0,1997,16,22,Japanese Grand Prix,1997-10-12,\N,http://en.wikipedia.org/wiki/1997_Japanese_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
6015,25495,223,24,6.0,9,9,0,1997,17,26,European Grand Prix,1997-10-26,\N,http://en.wikipedia.org/wiki/1997_European_Grand_Prix,stewart,Stewart,British,http://en.wikipedia.org/wiki/Stewart_Grand_Prix
6016,2078,193,25,0.0,9,9,0,1998,3,25,Argentine Grand Prix,1998-04-12,\N,http://en.wikipedia.org/wiki/1998_Argentine_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6017,2088,194,25,0.0,11,11,0,1998,4,21,San Marino Grand Prix,1998-04-26,\N,http://en.wikipedia.org/wiki/1998_San_Marino_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6018,2099,195,25,0.0,11,11,0,1998,5,4,Spanish Grand Prix,1998-05-10,\N,http://en.wikipedia.org/wiki/1998_Spanish_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6019,2110,196,25,0.0,11,11,0,1998,6,6,Monaco Grand Prix,1998-05-24,\N,http://en.wikipedia.org/wiki/1998_Monaco_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6020,2121,197,25,0.0,10,10,0,1998,7,7,Canadian Grand Prix,1998-06-07,\N,http://en.wikipedia.org/wiki/1998_Canadian_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6021,2132,198,25,0.0,10,10,0,1998,8,8,French Grand Prix,1998-06-28,\N,http://en.wikipedia.org/wiki/1998_French_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6022,2143,199,25,0.0,10,10,0,1998,9,9,British Grand Prix,1998-07-12,\N,http://en.wikipedia.org/wiki/1998_British_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6023,2154,200,25,0.0,10,10,0,1998,10,23,Austrian Grand Prix,1998-07-26,\N,http://en.wikipedia.org/wiki/1998_Austrian_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6024,2165,201,25,0.0,10,10,0,1998,11,10,German Grand Prix,1998-08-02,\N,http://en.wikipedia.org/wiki/1998_German_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6025,2176,202,25,0.0,10,10,0,1998,12,11,Hungarian Grand Prix,1998-08-16,\N,http://en.wikipedia.org/wiki/1998_Hungarian_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6026,2187,203,25,0.0,11,11,0,1998,13,13,Belgian Grand Prix,1998-08-30,\N,http://en.wikipedia.org/wiki/1998_Belgian_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6027,2198,204,25,0.0,11,11,0,1998,14,14,Italian Grand Prix,1998-09-13,\N,http://en.wikipedia.org/wiki/1998_Italian_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6028,2209,205,25,0.0,11,11,0,1998,15,20,Luxembourg Grand Prix,1998-09-27,\N,http://en.wikipedia.org/wiki/1998_Luxembourg_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6029,2220,206,25,0.0,11,11,0,1998,16,22,Japanese Grand Prix,1998-11-01,\N,http://en.wikipedia.org/wiki/1998_Japanese_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6030,5267,208,25,0.0,10,10,0,1997,2,18,Brazilian Grand Prix,1997-03-30,\N,http://en.wikipedia.org/wiki/1997_Brazilian_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6031,5277,209,25,0.0,8,8,0,1997,3,25,Argentine Grand Prix,1997-04-13,\N,http://en.wikipedia.org/wiki/1997_Argentine_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6032,5288,210,25,0.0,8,8,0,1997,4,21,San Marino Grand Prix,1997-04-27,\N,http://en.wikipedia.org/wiki/1997_San_Marino_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6033,5299,211,25,2.0,9,9,0,1997,5,6,Monaco Grand Prix,1997-05-11,\N,http://en.wikipedia.org/wiki/1997_Monaco_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6034,25364,212,25,2.0,9,9,0,1997,6,4,Spanish Grand Prix,1997-05-25,\N,http://en.wikipedia.org/wiki/1997_Spanish_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6035,25376,213,25,2.0,9,9,0,1997,7,7,Canadian Grand Prix,1997-06-15,\N,http://en.wikipedia.org/wiki/1997_Canadian_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6036,25388,214,25,2.0,9,9,0,1997,8,8,French Grand Prix,1997-06-29,\N,http://en.wikipedia.org/wiki/1997_French_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6037,25400,215,25,2.0,9,9,0,1997,9,9,British Grand Prix,1997-07-13,\N,http://en.wikipedia.org/wiki/1997_British_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6038,25412,216,25,2.0,9,9,0,1997,10,10,German Grand Prix,1997-07-27,\N,http://en.wikipedia.org/wiki/1997_German_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6039,25424,217,25,2.0,10,10,0,1997,11,11,Hungarian Grand Prix,1997-08-10,\N,http://en.wikipedia.org/wiki/1997_Hungarian_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6040,25436,218,25,2.0,10,10,0,1997,12,13,Belgian Grand Prix,1997-08-24,\N,http://en.wikipedia.org/wiki/1997_Belgian_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6041,25448,219,25,2.0,10,10,0,1997,13,14,Italian Grand Prix,1997-09-07,\N,http://en.wikipedia.org/wiki/1997_Italian_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6042,25460,220,25,2.0,10,10,0,1997,14,23,Austrian Grand Prix,1997-09-21,\N,http://en.wikipedia.org/wiki/1997_Austrian_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6043,25472,221,25,2.0,10,10,0,1997,15,20,Luxembourg Grand Prix,1997-09-28,\N,http://en.wikipedia.org/wiki/1997_Luxembourg_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6044,25484,222,25,2.0,10,10,0,1997,16,22,Japanese Grand Prix,1997-10-12,\N,http://en.wikipedia.org/wiki/1997_Japanese_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6045,25496,223,25,2.0,10,10,0,1997,17,26,European Grand Prix,1997-10-26,\N,http://en.wikipedia.org/wiki/1997_European_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6046,2422,224,25,1.0,5,5,0,1996,1,1,Australian Grand Prix,1996-03-10,\N,http://en.wikipedia.org/wiki/1996_Australian_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6047,2430,225,25,3.0,5,5,0,1996,2,18,Brazilian Grand Prix,1996-03-31,\N,http://en.wikipedia.org/wiki/1996_Brazilian_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6048,2441,226,25,3.0,6,6,0,1996,3,25,Argentine Grand Prix,1996-04-07,\N,http://en.wikipedia.org/wiki/1996_Argentine_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6049,2452,227,25,3.0,6,6,0,1996,4,20,European Grand Prix,1996-04-28,\N,http://en.wikipedia.org/wiki/1996_European_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6050,2463,228,25,3.0,6,6,0,1996,5,21,San Marino Grand Prix,1996-05-05,\N,http://en.wikipedia.org/wiki/1996_San_Marino_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6051,2474,229,25,5.0,8,8,0,1996,6,6,Monaco Grand Prix,1996-05-19,\N,http://en.wikipedia.org/wiki/1996_Monaco_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6052,2485,230,25,5.0,8,8,0,1996,7,4,Spanish Grand Prix,1996-06-02,\N,http://en.wikipedia.org/wiki/1996_Spanish_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6053,2496,231,25,5.0,8,8,0,1996,8,7,Canadian Grand Prix,1996-06-16,\N,http://en.wikipedia.org/wiki/1996_Canadian_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6054,2507,232,25,5.0,8,8,0,1996,9,8,French Grand Prix,1996-06-30,\N,http://en.wikipedia.org/wiki/1996_French_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6055,2518,233,25,5.0,8,8,0,1996,10,9,British Grand Prix,1996-07-14,\N,http://en.wikipedia.org/wiki/1996_British_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6056,2529,234,25,5.0,8,8,0,1996,11,10,German Grand Prix,1996-07-28,\N,http://en.wikipedia.org/wiki/1996_German_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6057,2540,235,25,5.0,8,8,0,1996,12,11,Hungarian Grand Prix,1996-08-11,\N,http://en.wikipedia.org/wiki/1996_Hungarian_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6058,2551,236,25,5.0,8,8,0,1996,13,13,Belgian Grand Prix,1996-08-25,\N,http://en.wikipedia.org/wiki/1996_Belgian_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6059,2562,237,25,5.0,8,8,0,1996,14,14,Italian Grand Prix,1996-09-08,\N,http://en.wikipedia.org/wiki/1996_Italian_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6060,2573,238,25,5.0,8,8,0,1996,15,27,Portuguese Grand Prix,1996-09-22,\N,http://en.wikipedia.org/wiki/1996_Portuguese_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6061,2584,239,25,5.0,8,8,0,1996,16,22,Japanese Grand Prix,1996-10-13,\N,http://en.wikipedia.org/wiki/1996_Japanese_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6062,5041,240,25,0.0,5,5,0,1995,1,18,Brazilian Grand Prix,1995-03-26,\N,http://en.wikipedia.org/wiki/1995_Brazilian_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6063,5049,241,25,0.0,7,7,0,1995,2,25,Argentine Grand Prix,1995-04-09,\N,http://en.wikipedia.org/wiki/1995_Argentine_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6064,5059,242,25,0.0,7,7,0,1995,3,21,San Marino Grand Prix,1995-04-30,\N,http://en.wikipedia.org/wiki/1995_San_Marino_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6065,5072,243,25,0.0,8,8,0,1995,4,4,Spanish Grand Prix,1995-05-14,\N,http://en.wikipedia.org/wiki/1995_Spanish_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6066,5098,245,25,0.0,9,9,0,1995,6,7,Canadian Grand Prix,1995-06-11,\N,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6067,5085,244,25,0.0,8,8,0,1995,5,6,Monaco Grand Prix,1995-05-28,\N,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6068,5111,246,25,0.0,9,9,0,1995,7,8,French Grand Prix,1995-07-02,\N,http://en.wikipedia.org/wiki/1995_French_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6069,5124,247,25,0.0,9,9,0,1995,8,9,British Grand Prix,1995-07-16,\N,http://en.wikipedia.org/wiki/1995_British_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
6070,5137,248,25,0.0,9,9,0,1995,9,10,German Grand Prix,1995-07-30,\N,http://en.wikipedia.org/wiki/1995_German_Grand_Prix,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
